epoch,train_loss,dev_loss,learning_rate,fold
5,0.44030309221357755,0.42909468904785486,1e-05,4
6,0.3853525919140684,0.39032603281995526,1e-05,4
7,0.34397183012298466,0.3635760979807895,1e-05,4
8,0.3127914719445942,0.34437277621549106,1e-05,4
9,0.2877760381588924,0.33060690047948255,1e-05,4
10,0.26686774905022353,0.3194471396829771,1e-05,4
11,0.24877889977529033,0.3128342064826385,1e-05,4
12,0.23342925389511535,0.3106565549969673,1e-05,4
13,0.22069484166819017,0.30594972585854324,5e-06,4
14,0.21355883082595922,0.30355668715808704,5e-06,4
15,0.2073137580843295,0.30264908982359845,5e-06,4
16,0.20139590798726092,0.3016464013768279,5e-06,4
17,0.1956724803759457,0.30176786819229956,5e-06,4
18,0.1898454764709057,0.3028710869991261,5e-06,4
19,0.1836288673645359,0.301141726905885,5e-06,4
20,0.17920101924684376,0.30076427595770877,2.5e-06,4
1,0.6882554627503956,0.6784719785918361,1e-05,5
2,0.6587815296274698,0.6308690063331438,1e-05,5
3,0.5942531321874254,0.5535890958879305,1e-05,5
4,0.5096509232215096,0.48149148860703345,1e-05,5
5,0.43811531245852786,0.4278856328000193,1e-05,5
6,0.38190927798465146,0.3924083016488863,1e-05,5
7,0.33965959329582013,0.3691613013329713,1e-05,5
8,0.30837697479828796,0.3549288197056107,1e-05,5
9,0.2832987442360086,0.34525468751140265,1e-05,5
10,0.26268285826822746,0.33842849958202115,1e-05,5
11,0.245030938965645,0.3352926969528198,1e-05,5
12,0.2288651933248626,0.33446449430092523,1e-05,5
13,0.21572081107853688,0.3314501260933669,1e-05,5
14,0.20379499333389736,0.33204875206169876,5e-06,5
15,0.19749059753614245,0.3315738060552141,5e-06,5
1,0.6873916247566445,0.6765604809574459,1e-05,6
2,0.6554321968526586,0.6263159707836483,1e-05,6
3,0.58545641027409,0.545968261749848,1e-05,6
4,0.49988901716167644,0.47098149877527484,1e-05,6
5,0.4268568295254834,0.4179717490206594,1e-05,6
6,0.37339627136618403,0.381424232021622,1e-05,6
7,0.3350455134601916,0.3573664174131725,1e-05,6
8,0.3058088898081468,0.3411231245035711,1e-05,6
9,0.281252470742415,0.32970626198727154,1e-05,6
10,0.26070481176165633,0.3206683539825937,1e-05,6
11,0.24330916484822374,0.3156133099742558,1e-05,6
12,0.2277581424026166,0.31067638455525687,1e-05,6
13,0.21296186438484285,0.3091939085203668,1e-05,6
14,0.20068002742947447,0.3067847095105959,1e-05,6
15,0.18946832871249455,0.306863608567611,1e-05,6
16,0.1798694875028174,0.3073559536234192,1e-05,6
17,0.17094939193050163,0.30948012872882513,1e-05,6
18,0.16125638651284988,0.311132633815641,1e-05,6
19,0.1536785003528468,0.31277792090954987,1e-05,6
20,0.14515876173792683,0.31627739868734195,1e-05,6
1,0.6873147224975844,0.6770936924478282,1e-05,7
2,0.6524627507454547,0.625277604745782,1e-05,7
3,0.5797497798975098,0.5523860363856606,1e-05,7
4,0.4957102317065361,0.48244055392949475,1e-05,7
5,0.42484688246509933,0.43512374875338183,1e-05,7
6,0.371207246913171,0.40114434452160547,1e-05,7
7,0.3314709279496791,0.38027535249357636,1e-05,7
8,0.30248553722591726,0.3655099052449931,1e-05,7
9,0.2783020101577837,0.35540212042953656,1e-05,7
10,0.25793592469455545,0.3471565483056981,1e-05,7
11,0.24027473585946219,0.3420796867298043,1e-05,7
12,0.22549855259876275,0.34027196434528933,1e-05,7
13,0.21138964376928732,0.33567689521157223,1e-05,7
14,0.19903852862754687,0.3344654395528462,1e-05,7
15,0.18831211507103923,0.33749840635320416,1e-05,7
16,0.17755688335430825,0.337265124787455,1e-05,7
17,0.16848052529388133,0.3353784550791201,5e-06,7
18,0.16360728134182406,0.33541753207859787,5e-06,7
19,0.15879107151207567,0.33513400752259337,5e-06,7
20,0.15449368501799157,0.33694299861140875,5e-06,7
1,0.6866191049753609,0.6749075677083887,1e-05,8
2,0.6512116561790355,0.6187594455221425,1e-05,8
3,0.5793432044925182,0.5395950739798339,1e-05,8
4,0.5013861468571439,0.4697286596764689,1e-05,8
5,0.4323998450799947,0.41172816766344983,1e-05,8
6,0.37808478592960365,0.3747929600269898,1e-05,8
7,0.33893902094687445,0.34922455834305804,1e-05,8
8,0.309384811660568,0.33099025131567666,1e-05,8
9,0.28565086878962437,0.3189486223070518,1e-05,8
10,0.26476955976670935,0.310389112195243,1e-05,8
11,0.24802133397675022,0.3032697380884834,1e-05,8
12,0.23150742606014085,0.29873068987027457,1e-05,8
13,0.21808490359177024,0.2971032546914142,5e-06,8
14,0.21155452376488623,0.2958694171646367,5e-06,8
15,0.205233530238379,0.2947325333952904,5e-06,8
16,0.19939480954668423,0.2942610745844634,2.5e-06,8
17,0.19635895619813812,0.2934916187887606,2.5e-06,8
18,0.19312288496670366,0.2940130726150844,2.5e-06,8
19,0.19079929388175576,0.29305679059546924,2.5e-06,8
20,0.18756675034689269,0.2928586699392485,1.25e-06,8
1,0.6888935711712871,0.679921021927958,1e-05,9
2,0.6590376766195597,0.6315723839013473,1e-05,9
3,0.590714610806389,0.5539373496304387,1e-05,9
4,0.5064086828913007,0.4822679382303487,1e-05,9
5,0.43432049233168724,0.4249051025380259,1e-05,9
6,0.3785638772402202,0.3856164126292519,1e-05,9
7,0.3383368273191244,0.35895598647387134,1e-05,9
8,0.30753365963625273,0.3405588265994321,1e-05,9
9,0.28388409872176285,0.32806275817363156,1e-05,9
10,0.26387056755240257,0.31707372192455374,1e-05,9
11,0.24603016642046321,0.3097210413087969,1e-05,9
12,0.22984185075211466,0.3032978024819623,1e-05,9
13,0.2166481399074305,0.29925211713365885,1e-05,9
14,0.20453279252563203,0.2959970676380655,1e-05,9
15,0.19275209421323516,0.2952097080971884,1e-05,9
16,0.18233905824636432,0.2965588206830232,1e-05,9
17,0.17285074401854314,0.2944534910113915,1e-05,9
18,0.16365373369134945,0.2959072816631068,1e-05,9
19,0.15545590781126414,0.29453477231056796,5e-06,9
20,0.1511727629937502,0.2961153770270555,5e-06,9
1,0.6874386997257538,0.6780894567137179,1e-05,10
2,0.6559113841368558,0.6323905664941539,1e-05,10
3,0.5899374641604342,0.5573665681092635,1e-05,10
4,0.5070776940113696,0.4862387880035069,1e-05,10
5,0.4348624145147587,0.43024859868961834,1e-05,10
6,0.380946456303608,0.39342184494371,1e-05,10
7,0.34133519870894297,0.36770257548145624,1e-05,10
8,0.31016068110021494,0.34954040886267373,1e-05,10
9,0.2860252840250514,0.336197093129158,1e-05,10
10,0.26513782259049773,0.32648667660744296,1e-05,10
11,0.24740902709686727,0.31963299895110336,1e-05,10
12,0.23216105938029924,0.3147810111227243,1e-05,10
13,0.2175527632272561,0.3111667969952459,1e-05,10
14,0.20495408547920407,0.3086798032340796,1e-05,10
15,0.19313632958449117,0.30793302149876306,1e-05,10
16,0.18311792913346256,0.30710950914932333,1e-05,10
17,0.17319592205721876,0.3076035415996676,1e-05,10
18,0.16396975271926953,0.3083677275673203,1e-05,10
19,0.1551263747290318,0.31131718113370566,1e-05,10
20,0.14670869916424914,0.31076301148404245,5e-06,10
